City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,stadtroda,50.85,11.7333,6.01,62,32,2.22,DE,1732978747
276,murmashi,68.8154,32.8115,-7.77,67,0,4.0,RU,1732978583
277,cukai,4.25,103.4167,24.95,94,100,2.75,MY,1732978750
278,huarmey,-10.0681,-78.1522,22.2,81,48,4.41,PE,1732978751
279,aligudarz,33.4006,49.6949,3.24,38,0,2.4,IR,1732978753
280,kristiansund,63.1115,7.732,11.36,66,100,4.63,NO,1732978754
281,san juan xiutetelco,19.8,-97.3333,14.16,56,0,1.31,MX,1732978755
282,lagoa vermelha,-28.2086,-51.5258,24.23,65,81,2.69,BR,1732978756
283,sibut,5.718,19.0739,33.8,24,25,1.71,CF,1732978757
284,mhangura,-16.8939,30.1683,26.07,42,55,3.29,ZW,1732978758
285,schwandorf in bayern,49.3264,12.1097,5.49,81,6,0.99,DE,1732978500
286,dinanagar,32.15,75.4667,16.7,20,0,1.56,IN,1732978761
287,mokhsogollokh,61.4681,128.9203,-20.91,94,100,3.12,RU,1732978762
288,hasaki,35.7333,140.8333,12.93,50,0,4.0,JP,1732978763
289,pervomayskiy,53.2485,40.2871,-0.27,84,82,4.22,RU,1732978764
290,bogale,16.2833,95.4,24.17,82,100,0.74,MM,1732978765
291,mahibadhoo,3.7833,72.9667,28.32,74,83,7.43,MV,1732978766
292,vila franca do campo,37.7167,-25.4333,18.27,99,30,4.74,PT,1732978666
293,kailua-kona,19.6406,-155.9956,22.98,94,100,4.63,US,1732978769
294,marsabit,2.3284,37.9899,24.77,46,25,2.44,KE,1732978770
295,jayapura,-2.5333,140.7,25.66,91,100,1.65,ID,1732978771
296,sola,-13.8833,167.55,27.06,78,0,4.3,VU,1732978772
297,magnitogorsk,53.4186,59.0472,-3.54,80,40,4.0,RU,1732978630
298,ambodifotatra,-16.9833,49.85,26.82,76,4,6.47,MG,1732978554
299,ridder,50.355,83.5133,-5.15,93,78,2.19,KZ,1732978775
300,kzyltu,53.6364,72.3414,-15.06,96,71,2.42,KZ,1732978776
301,nar'yan-mar,67.6713,53.087,-2.63,88,100,7.0,RU,1732978778
302,manokwari,-0.8667,134.0833,26.85,73,60,1.87,ID,1732978779
303,whangarei,-35.7317,174.3239,16.3,98,100,1.89,NZ,1732978780
304,alta,69.9689,23.2717,-3.41,83,75,21.9,NO,1732978781
305,barentu,15.1139,37.5928,27.4,45,4,5.68,ER,1732978528
306,las vegas,36.175,-115.1372,6.95,39,75,1.79,US,1732978783
307,fuyang,32.9,115.8167,10.23,55,2,3.15,CN,1732978785
308,antsiranana,-12.2787,49.2917,27.42,74,40,3.09,MG,1732978786
309,hiratacho,35.4333,132.8167,6.98,76,100,6.17,JP,1732978787
310,olyokminsk,60.3736,120.4264,-21.98,96,100,1.84,RU,1732978788
311,carutapera,-1.195,-46.02,31.0,57,92,3.09,BR,1732978789
312,marka,1.7159,44.7717,27.15,77,31,6.65,SO,1732978790
313,grand gaube,-20.0064,57.6608,25.77,77,8,0.89,MU,1732978791
314,kolwezi,-10.7148,25.4667,20.37,90,100,1.54,CD,1732978517
315,tupiza,-21.45,-65.7167,20.25,41,23,3.16,BO,1732978794
316,pagar alam,-4.0167,103.2667,21.6,97,98,1.73,ID,1732978795
317,dawei,14.0833,98.2,22.57,70,1,1.86,MM,1732978796
318,la ronge,55.1001,-105.2842,-27.86,76,0,2.57,CA,1732978797
319,kapa'a,22.0752,-159.319,19.71,95,94,3.35,US,1732978798
320,turabah,21.2141,41.6331,24.72,31,0,5.46,SA,1732978799
321,njombe,-9.3333,34.7667,15.49,93,100,2.4,TZ,1732978801
322,angaur state,6.906,134.13,29.31,74,60,4.28,PW,1732978802
323,vammala,61.3333,22.9,4.02,89,100,5.65,FI,1732978803
324,bilovods'k,49.2085,39.5897,-0.14,72,100,1.74,UA,1732978804
325,haimen,23.1935,116.6142,16.94,73,28,3.06,CN,1732978805
326,usogorsk,63.4106,48.6872,-3.83,89,100,4.38,RU,1732978807
327,uturoa,-16.7333,-151.4333,27.13,78,64,4.17,PF,1732978808
328,amontada,-3.3617,-39.8317,35.78,35,25,3.74,BR,1732978809
329,yelizovo,53.1873,158.3805,0.08,100,75,2.0,RU,1732978810
330,kisanga,-7.4362,37.7034,25.74,88,86,1.77,TZ,1732978811
331,napili-honokowai,20.9708,-156.6705,23.43,81,100,5.82,US,1732978812
332,abashiri,44.0213,144.2697,-0.06,62,8,4.18,JP,1732978813
333,nizhniy odes,63.6445,54.856,-4.93,91,96,4.52,RU,1732978814
334,praia da vitoria,38.7333,-27.0667,19.14,77,20,6.57,PT,1732978816
335,opuwo,-18.0607,13.84,37.35,7,98,5.43,NA,1732978817
336,mossel bay,-34.1831,22.146,21.96,66,49,4.36,ZA,1732978818
337,ambon,-3.6954,128.1814,28.26,95,40,2.57,ID,1732978819
338,aripuana,-9.1667,-60.6333,32.71,51,100,1.32,BR,1732978820
339,tazovsky,67.4667,78.7,-9.4,91,100,8.41,RU,1732978821
340,road town,18.4167,-64.6167,29.02,74,38,4.63,VG,1732978822
341,baharly,38.4362,57.4316,8.54,57,11,2.38,TM,1732978823
342,cartagena,10.3997,-75.5144,31.79,70,0,1.54,CO,1732978542
343,tshabong,-26.05,22.45,33.97,5,0,2.43,BW,1732978826
344,ceelbuur,4.685,46.6176,31.2,17,24,3.4,SO,1732978827
345,kununurra,-15.7667,128.7333,28.99,79,78,2.57,AU,1732978828
346,tura,25.5198,90.2201,17.01,64,72,1.47,IN,1732978829
347,thinadhoo,0.5333,72.9333,27.57,78,66,8.17,MV,1732978830
348,kruisfontein,-34.0033,24.7314,19.98,60,53,6.83,ZA,1732978831
349,pesqueira,-8.3578,-36.6964,31.48,24,47,4.48,BR,1732978834
350,conception bay south,47.4999,-52.9981,5.8,89,100,3.47,CA,1732978835
351,selfoss,63.9331,-20.9971,-4.25,67,98,6.11,IS,1732978836
352,borovichi,58.3878,33.9155,1.21,96,100,3.24,RU,1732978837
353,dien bien phu,21.3833,103.0167,16.06,87,100,1.01,VN,1732978838
354,mirny,62.5353,113.9611,-34.7,100,48,1.53,RU,1732978839
355,moratuwa,6.773,79.8816,26.14,86,100,3.5,LK,1732978840
356,eureka,40.8021,-124.1637,0.66,61,4,1.91,US,1732978842
357,cidade velha,14.9167,-23.6167,31.26,48,0,7.2,CV,1732978843
358,gargalianoi,37.0667,21.6333,12.72,89,98,5.53,GR,1732978844
359,urzhar,47.093,81.6294,-0.09,100,100,0.89,KZ,1732978845
360,daru,-9.0763,143.2092,27.16,83,100,1.39,PG,1732978846
361,gondar,12.6,37.4667,18.19,62,66,3.79,ET,1732978823
362,seven pagodas,12.6264,80.1722,25.98,89,100,15.69,IN,1732978848
363,gadzhiyevo,69.2551,33.3362,-5.35,79,94,11.61,RU,1732978849
364,rancho palos verdes,33.7445,-118.387,16.38,27,100,3.13,US,1732978804
365,taoudenni,22.6783,-3.9836,27.25,11,85,6.63,ML,1732978852
366,tacuarembo,-31.7333,-55.9833,24.88,55,2,5.49,UY,1732978853
367,manturovo,58.3353,44.7619,0.04,90,100,3.69,RU,1732978853
368,urangan,-25.3,152.9,24.88,83,96,5.53,AU,1732978856
369,margate,51.3813,1.3862,11.6,87,46,0.45,GB,1732978858
370,varva,50.495,32.7197,0.97,94,100,2.27,UA,1732978859
371,makamba,-4.1348,29.804,21.15,83,68,0.22,BI,1732978861
372,cromer,52.9312,1.2989,12.0,93,41,5.51,GB,1732978862
373,penzance,50.1186,-5.5371,14.38,90,12,10.54,GB,1732978863
374,sitia,35.2,26.0986,17.4,81,20,6.25,GR,1732978864
375,tejen,37.3834,60.5054,8.04,51,51,3.18,TM,1732978865
376,egilsstadir,65.2653,-14.3948,-3.05,93,100,9.26,IS,1732978868
377,itaberai,-16.0203,-49.8103,21.99,94,100,0.87,BR,1732978869
378,eket,4.6412,7.9209,30.94,44,1,4.0,NG,1732978870
379,dokkum,53.3222,5.997,6.1,83,100,4.12,NL,1732978871
380,novovarshavka,54.1721,74.6946,-18.26,98,34,1.6,RU,1732978873
381,xucheng,20.35,110.1288,18.24,71,36,3.34,CN,1732978875
382,narvik,68.4384,17.4272,-2.89,85,99,2.66,NO,1732978876
383,ugoofaaru,5.6667,73.0,27.8,78,100,7.1,MV,1732978877
384,lincoln,40.8,-96.667,-5.4,71,86,2.24,US,1732978726
385,priob'ye,62.5206,65.5964,-3.82,94,100,4.42,RU,1732978879
386,motueka,-41.1333,173.0167,12.83,88,4,1.45,NZ,1732978881
387,al wakrah,24.85,51.3333,22.05,54,0,5.88,QA,1732978883
388,kazanskoye,55.6448,69.235,-11.07,94,91,2.86,RU,1732978884
389,karratha,-20.7377,116.8463,26.99,69,1,6.33,AU,1732978885
390,geraldton,-28.7667,114.6,21.23,78,100,3.6,AU,1732978750
391,aweil,8.7682,27.4002,31.54,18,27,2.52,SS,1732978888
392,naze,28.3667,129.4833,13.51,62,99,2.09,JP,1732978893
393,santiago de cao,-7.9589,-79.2392,17.07,88,20,4.63,PE,1732978894
394,pocito,-31.6833,-68.5833,26.44,29,0,2.19,AR,1732978895
395,obernkirchen,52.2721,9.1291,6.63,64,64,6.69,DE,1732978896
396,nikolayevsk-on-amure,53.1406,140.73,-1.48,98,100,2.06,RU,1732978897
397,sao joao da barra,-21.6403,-41.0511,31.05,81,65,3.33,BR,1732978851
398,saint-pierre,-21.3393,55.4781,26.82,65,75,1.54,RE,1732978900
399,iskateley,67.6803,53.1512,-2.68,88,100,6.85,RU,1732978901
400,barah,13.7,30.3667,25.65,16,16,4.73,SD,1732978822
401,namibe,-15.1961,12.1522,25.0,70,53,6.47,AO,1732978770
402,nijar,36.9665,-2.206,19.81,73,0,1.03,ES,1732978904
403,zaozersk,69.4005,32.4476,-5.17,78,90,11.15,RU,1732978906
404,puerto asis,0.5133,-76.5007,26.8,87,74,0.3,CO,1732978907
405,yazoo city,32.8551,-90.4056,4.95,44,54,2.47,US,1732978908
406,santa cruz,-17.8,-63.1667,30.7,66,40,7.2,BO,1732978909
407,torres,-29.3353,-49.7269,21.52,87,89,3.67,BR,1732978910
408,mumford,5.2618,-0.759,29.28,62,3,4.8,GH,1732978911
409,tubarjal,30.4999,38.216,15.45,27,37,2.6,SA,1732978913
410,olinda,-8.0089,-34.8553,29.85,58,40,4.63,BR,1732978804
411,guapiles,10.2159,-83.7866,22.98,99,98,1.03,CR,1732978704
412,tashtagol,52.7657,87.8894,-5.33,96,97,1.28,RU,1732978916
413,pavugada,14.1,77.2667,23.19,72,100,3.38,IN,1732978917
414,murray bridge,-35.1167,139.2667,14.19,87,0,2.5,AU,1732978920
415,wynyard,-41.0,145.7167,16.77,95,100,11.62,AU,1732978921
416,gibara,21.1097,-76.1317,27.16,76,0,1.93,CU,1732978923
417,ar ruways,24.1103,52.7306,22.31,56,0,6.91,AE,1732978924
418,auki,-8.7676,160.7034,25.24,90,100,1.09,SB,1732978925
419,nuuk,64.1835,-51.7216,-2.66,68,75,4.12,GL,1732978926
420,khandyga,62.6667,135.6,-19.46,100,100,0.53,RU,1732978928
421,hajin,34.6927,40.827,13.13,46,1,2.53,SY,1732978929
422,yemva,62.59,50.8594,-2.91,90,97,3.84,RU,1732978930
423,hadibu,12.65,54.0333,25.9,71,89,5.63,YE,1732978931
424,dakhla,23.6848,-15.958,31.01,22,100,4.63,EH,1732978932
425,vernon,50.2581,-119.2691,0.42,88,100,0.51,CA,1732978933
426,karymskoye,51.6167,114.35,-10.82,95,100,2.06,RU,1732978935
427,vershino-darasunskiy,52.35,115.5167,-15.9,92,100,1.58,RU,1732978936
428,verkhnevilyuysk,63.4453,120.3167,-33.66,99,62,2.26,RU,1732978937
429,broken hill,-31.95,141.4333,20.82,55,54,3.44,AU,1732978938
430,campos novos,-27.4017,-51.225,29.41,43,65,1.74,BR,1732978743
431,maymana,35.9214,64.7836,8.62,70,100,2.51,AF,1732978941
432,shiqian,27.5225,108.2281,12.15,74,0,0.88,CN,1732978942
433,kidal,18.4411,1.4078,27.58,8,1,4.6,ML,1732978943
434,rio grande,-32.035,-52.0986,22.09,57,25,5.59,BR,1732978945
435,puerto leguizamo,-0.1934,-74.7819,30.03,66,69,0.78,CO,1732978946
436,fortaleza,-3.7227,-38.5247,31.07,58,20,8.23,BR,1732978932
437,cambria,35.5641,-121.0808,11.14,60,93,1.34,US,1732978948
438,campo mourao,-24.0456,-52.3831,30.42,59,100,2.13,BR,1732978869
439,pathardi,19.1667,75.1833,21.36,50,96,2.25,IN,1732978952
440,leninskoye,41.7589,69.3864,5.87,92,100,1.34,KZ,1732978953
441,angra do heroismo,38.65,-27.2167,19.34,77,20,6.53,PT,1732978954
442,erwin,36.1451,-82.4168,-1.09,56,7,2.66,US,1732978955
443,tam ky,15.5667,108.4833,20.95,86,100,1.64,VN,1732978956
444,ubinskoye,55.3068,79.6802,-16.27,96,20,1.64,RU,1732978959
445,betio village,1.358,172.9211,28.02,70,32,6.43,KI,1732978960
446,ponta delgada,37.7333,-25.6667,18.44,63,20,8.23,PT,1732978848
447,puerto baquerizo moreno,-0.9,-89.6,22.55,78,100,5.14,EC,1732978963
448,magadan,59.5667,150.8,-2.45,79,100,7.86,RU,1732978964
449,dzhetygara,52.1908,61.2006,-5.53,90,100,2.35,KZ,1732978965
450,horta,38.5333,-28.6333,17.8,62,20,7.2,PT,1732978967
451,san jose,37.3394,-121.895,9.69,75,20,1.54,US,1732978685
452,buka,40.8108,69.1986,7.84,91,100,1.96,UZ,1732978969
453,taro,-8.3862,115.28,20.99,98,98,0.39,ID,1732978970
454,boundiali,9.5217,-6.4869,33.29,15,0,2.53,CI,1732978972
455,hobyo,5.3505,48.5268,26.96,68,14,8.01,SO,1732978973
456,nantucket,41.2835,-70.0995,3.41,66,0,9.13,US,1732978894
457,prince rupert,54.3161,-130.3201,3.83,93,100,4.63,CA,1732978975
458,berrotaran,-32.451,-64.3887,17.27,57,100,3.49,AR,1732978976
459,greenville,35.6127,-77.3663,5.01,51,0,2.06,US,1732978752
460,wanning,18.8003,110.3967,19.17,77,100,1.57,CN,1732978979
461,mili,6.0815,171.735,27.95,79,100,7.68,MH,1732978980
462,nelson bay,-32.7167,152.15,21.16,98,100,2.68,AU,1732978981
463,flin flon,54.7682,-101.865,-18.09,78,100,2.57,CA,1732978982
464,san luis de la loma,17.2706,-100.8939,26.9,70,31,0.65,MX,1732978983
465,arklow,52.7931,-6.1414,13.15,90,100,8.26,IE,1732978985
466,strelka,58.0728,93.0344,-20.05,98,16,1.53,RU,1732978986
467,las khorey,11.1595,48.1967,26.6,68,1,3.92,SO,1732978988
468,saskatoon,52.1168,-106.6345,-28.01,76,40,2.57,CA,1732978697
469,nahrin,36.0649,69.1334,7.93,99,100,1.31,AF,1732978990
470,edson,53.5835,-116.4356,-16.92,78,100,1.54,CA,1732978808
471,scarborough,54.2797,-0.4044,12.74,64,20,3.13,GB,1732978993
472,kavieng,-2.5744,150.7967,28.07,76,99,1.92,PG,1732978994
473,puerto san jose,13.9256,-90.8244,25.35,64,25,1.7,GT,1732978995
474,elliot lake,46.3834,-82.6331,-4.23,92,100,3.65,CA,1732978853
475,oranjemund,-28.55,16.4333,19.14,66,0,10.7,NA,1732978998
476,chatel-guyon,45.9167,3.0667,13.18,58,0,0.51,FR,1732978999
477,udangudi,8.4333,78.0167,27.45,74,96,3.85,IN,1732979000
478,kimbe,-5.5502,150.1429,24.61,97,100,0.9,PG,1732979001
479,santa vitoria,-18.8386,-50.1214,29.04,60,91,1.79,BR,1732979004
480,ketchikan,55.3422,-131.6461,-0.37,81,81,3.11,US,1732979005
481,ilha de mocambique,-15.0342,40.7358,26.77,72,88,10.14,MZ,1732978867
482,herrenberg,48.5952,8.8665,5.64,75,45,0.76,DE,1732979007
483,colby,39.3958,-101.0524,-3.33,94,100,4.12,US,1732978727
484,praskoveya,44.7444,44.2031,3.58,69,7,2.72,RU,1732979009
485,shyryayeve,47.3805,30.1964,3.85,74,41,3.24,UA,1732979011
486,north side,19.35,-81.2,28.04,91,75,3.09,KY,1732979012
487,baruun-urt,46.6806,113.2792,-6.03,87,100,4.38,MN,1732979013
488,gladstone,-23.85,151.25,25.96,83,100,1.54,AU,1732979014
489,palmer,42.1584,-72.3287,1.62,56,20,3.6,US,1732979015
490,sao miguel do araguaia,-13.275,-50.1628,30.35,61,100,2.27,BR,1732978966
491,vrangel',42.7297,133.0839,-0.81,50,0,7.48,RU,1732979018
492,pakse,15.1167,105.7833,20.05,75,2,1.04,LA,1732979019
493,christchurch,-43.5333,172.6333,13.28,83,20,4.47,NZ,1732978787
494,queenstown,-31.8976,26.8753,28.86,17,0,6.37,ZA,1732979022
495,pasighat,28.0667,95.3333,16.36,41,0,2.47,IN,1732979023
496,banamba,13.55,-7.45,31.08,11,14,4.62,ML,1732979024
497,arraial do cabo,-22.9661,-42.0278,26.98,83,75,3.09,BR,1732978789
498,bandon,51.7469,-8.7425,13.77,91,100,10.12,IE,1732979027
499,fuling,29.7022,107.3919,11.72,63,0,0.64,CN,1732979028
500,laguna,38.421,-121.4238,2.81,94,75,0.0,US,1732979029
501,dalhousie,32.5333,75.9833,8.05,44,0,2.8,IN,1732979030
502,mana,5.6592,-53.7767,25.56,87,100,3.47,GF,1732979031
503,suva,-18.1416,178.4415,22.71,100,75,2.06,FJ,1732979033
504,amarpur,25.0333,86.9,19.98,39,98,0.72,IN,1732979034
505,mahdia,35.5047,11.0622,18.03,52,83,10.25,TN,1732979035
506,villa gesell,-37.2639,-56.973,17.32,64,1,4.77,AR,1732979037
507,ulladulla,-35.35,150.4667,18.89,97,100,2.8,AU,1732979038
508,jinchang,38.4953,102.1739,0.5,41,0,2.29,CN,1732979039
509,dul'durga,50.6761,113.5931,-6.69,73,53,9.47,RU,1732979040
510,recife,-8.0539,-34.8811,30.02,58,40,4.63,BR,1732978861
511,alcanede,39.415,-8.8219,19.82,84,100,2.07,PT,1732979043
512,huaiyuan chengguanzhen,32.9589,117.1657,10.52,47,96,3.35,CN,1732979044
513,watampone,-4.5386,120.3279,25.76,91,100,1.66,ID,1732979046
514,la passe,45.5549,-0.8967,15.62,74,45,2.29,FR,1732979047
515,sosnogorsk,63.6023,53.8817,-5.25,92,62,3.84,RU,1732979048
516,tabuk,17.4189,121.4443,21.55,87,100,1.91,PH,1732979049
517,niimi,34.9833,133.4667,5.71,81,67,1.27,JP,1732979051
518,murwara,23.85,80.4,16.25,42,71,1.88,IN,1732979052
519,weno,7.4515,151.8468,27.97,83,75,3.09,FM,1732979053
520,muravlenko,63.7898,74.523,-5.47,92,100,9.1,RU,1732979056
521,patti,31.2808,74.8572,18.05,26,0,2.04,IN,1732978961
522,singkil,-7.9855,111.4161,26.12,88,100,1.67,ID,1732979058
523,katsuren-haebaru,26.3369,127.8719,18.01,68,9,2.98,JP,1732979060
524,sovetskaya gavan',48.9723,140.2878,-3.64,62,100,8.47,RU,1732979061
525,muynoq,43.7683,59.0214,7.06,59,97,4.31,UZ,1732979062
526,piskent,40.8972,69.3506,7.49,90,100,1.7,UZ,1732979063
527,san-pedro,4.7485,-6.6363,29.23,65,8,4.49,CI,1732979065
528,lautoka,-17.6167,177.4667,23.92,83,40,2.57,FJ,1732978875
529,embi,48.8264,58.1442,-1.96,67,89,3.92,KZ,1732979067
530,yagoua,10.3411,15.2329,32.51,15,6,3.36,CM,1732979068
531,'ain el bell,34.3438,3.2247,17.67,36,0,7.03,DZ,1732979070
532,mogocha,53.7333,119.7667,-25.25,99,20,1.79,RU,1732979071
533,corbu,44.3833,28.65,10.63,94,100,4.63,RO,1732979072
534,raybag,16.4833,74.7833,21.74,59,98,1.44,IN,1732979073
535,tazacorte,28.629,-17.9293,23.54,78,0,2.06,ES,1732979074
536,necochea,-38.5473,-58.7368,20.39,47,0,2.71,AR,1732978884
537,pacocha,-17.5833,-71.3333,22.08,68,56,7.2,PE,1732979077
538,nuku'alofa,-21.1333,-175.2,24.19,94,40,4.12,TO,1732979078
539,kimberley,-28.7323,24.7623,33.83,8,0,3.09,ZA,1732978822
540,shimoda,34.6667,138.95,10.25,76,0,8.51,JP,1732979081
541,moussoro,13.6408,16.4901,29.57,10,0,5.82,TD,1732979082
542,kitale,1.0157,35.0062,17.9,79,61,1.65,KE,1732979083
543,siliana,36.085,9.3708,13.03,69,91,4.62,TN,1732979084
544,umm kaddadah,13.6017,26.6876,25.5,13,10,5.07,SD,1732979086
545,calama,-22.4667,-68.9333,23.27,11,0,1.54,CL,1732978810
546,savigliano,44.644,7.6559,8.15,86,75,1.54,IT,1732979088
547,muriti,-1.9833,32.9167,23.1,72,84,3.58,TZ,1732979090
548,bonthe,7.5264,-12.505,31.48,46,1,4.54,SL,1732978993
549,boguchany,58.3814,97.4531,-20.55,98,7,0.12,RU,1732979092
550,pacific grove,36.6177,-121.9166,12.43,47,89,3.98,US,1732979093
551,kolonia,50.9333,6.95,7.76,63,0,6.69,DE,1732979010
552,belmonte,-15.8631,-38.8828,28.67,69,99,6.05,BR,1732979097
553,jalqani,12.4486,34.2186,31.06,26,0,3.59,SD,1732979099
